countyFIPS,County Name,State,StateFIPS,As_of_1/22/2020,As_of_1/31/2020,As_of_2/1/2020,As_of_2/29/2020,As_of_3/1/2020,As_of_3/31/2020,As_of_4/1/2020,As_of_4/30/2020,As_of_5/1/2020,As_of_5/31/2020,As_of_6/1/2020,As_of_6/30/2020,As_of_7/1/2020,As_of_7/31/2020,As_of_8/1/2020,As_of_8/31/2020,As_of_9/1/2020,As_of_9/30/2020,As_of_10/1/2020,As_of_10/31/2020,As_of_11/1/2020,As_of_11/30/2020,As_of_12/1/2020,As_of_12/31/2020,As_of_1/1/2021,As_of_1/31/2021,As_of_2/1/2021,As_of_2/28/2021,As_of_3/1/2021,As_of_3/31/2021,As_of_4/1/2021,As_of_4/30/2021,As_of_5/1/2021,As_of_5/31/2021,As_of_6/1/2021,As_of_6/30/2021,As_of_7/1/2021,As_of_7/31/2021,As_of_8/1/2021,As_of_8/31/2021,As_of_9/1/2021,As_of_9/30/2021,As_of_10/1/2021,As_of_10/31/2021,As_of_11/1/2021,As_of_11/30/2021,As_of_12/1/2021,As_of_12/31/2021
0,Statewide Unallocated,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,Autauga County ,AL,1,0,0,0,0,0,7,10,42,42,220,233,537,553,1015,1030,1442,1452,1791,1798,2159,2173,2780,2818,4190,4239,5669,5683,6264,6270,6589,6595,6904,6907,7142,7150,7257,7257,7579,7593,8758,8798,9744,9761,10228,10258,10526,10527,11018
1003,Baldwin County ,AL,1,0,0,0,0,0,19,23,174,175,288,292,680,703,3101,3142,4545,4568,5640,5997,6940,6966,8890,9051,13601,13823,18126,18211,19732,19758,20505,20523,20941,20966,21620,21661,22027,22027,25421,25565,33090,33270,36447,36491,37372,37425,38104,38123,39911
1005,Barbour County ,AL,1,0,0,0,0,0,0,0,39,42,164,172,325,326,598,602,757,764,896,898,1060,1061,1178,1189,1514,1517,1951,1956,2115,2116,2227,2227,2300,2302,2334,2337,2346,2346,2517,2523,3060,3086,3490,3495,3596,3601,3699,3700,3860
1007,Bibb County ,AL,1,0,0,0,0,0,3,3,42,42,75,76,170,174,363,368,554,558,664,672,873,878,1196,1204,1834,1854,2307,2309,2450,2450,2542,2543,2594,2596,2664,2665,2693,2693,2915,2919,3479,3510,4131,4146,4276,4281,4345,4348,4533
1009,Blount County ,AL,1,0,0,0,0,0,5,5,37,39,62,63,208,218,767,792,1287,1303,1629,1634,2074,2095,2997,3061,4641,4693,5713,5720,6097,6102,6444,6446,6613,6616,6864,6887,6987,6987,7385,7398,8595,8631,9818,9842,10371,10408,10729,10739,11256
1011,Bullock County ,AL,1,0,0,0,0,0,2,2,13,14,209,209,365,367,437,443,551,559,610,612,653,655,701,701,859,888,1086,1089,1169,1169,1207,1207,1228,1230,1233,1233,1249,1249,1265,1265,1384,1392,1503,1507,1527,1526,1525,1525,1676
1013,Butler County ,AL,1,0,0,0,0,0,1,1,53,65,410,414,607,607,753,757,866,871,917,919,1022,1024,1178,1186,1508,1522,1812,1827,1961,1968,2098,2103,2152,2154,2219,2220,2262,2262,2406,2412,2814,2831,3203,3208,3346,3353,3439,3442,3613
1015,Calhoun County ,AL,1,0,0,0,0,0,9,11,93,93,157,164,276,278,1450,1480,2567,2619,3569,3587,4861,4892,6430,6598,9494,9584,12011,12062,13275,13300,14224,14227,14438,14447,14622,14637,14776,14776,15416,15450,17858,17999,21573,21599,22326,22350,22598,22610,23411
1017,Chambers County ,AL,1,0,0,0,0,0,36,45,290,290,355,358,590,595,859,861,1033,1041,1179,1181,1389,1392,1779,1827,2341,2366,3203,3210,3410,3413,3488,3489,3541,3544,3665,3671,3736,3736,3958,3974,4732,4768,5467,5479,5781,5786,5785,5790,6171
1019,Cherokee County ,AL,1,0,0,0,0,0,2,2,15,15,37,38,74,77,238,243,405,417,620,624,783,787,1034,1051,1414,1429,1704,1707,1770,1770,1806,1810,1836,1837,1862,1864,1874,1874,2000,2004,2444,2481,2932,2942,3066,3069,3183,3186,3385
1021,Chilton County ,AL,1,0,0,0,0,0,11,13,52,52,100,103,214,219,699,713,1194,1213,1609,1610,1938,1946,2274,2289,2970,3004,3544,3553,3870,3876,4034,4041,4224,4235,4430,4437,4481,4481,4778,4788,5641,5674,6445,6459,6753,6796,7042,7061,7424
1023,Choctaw County ,AL,1,0,0,0,0,0,3,4,43,49,153,153,192,193,276,276,326,326,352,357,395,395,427,431,490,491,535,535,550,551,584,584,600,600,613,613,624,624,644,644,683,688,764,771,901,903,932,932,1026
1025,Clarke County ,AL,1,0,0,0,0,0,0,2,32,34,144,146,265,267,492,499,992,995,1109,1125,1394,1406,1598,1610,2390,2418,3227,3228,3436,3436,3478,3478,3502,3502,3521,3526,3533,3533,3718,3721,4184,4203,4655,4670,4777,4778,4848,4853,4944
1027,Clay County ,AL,1,0,0,0,0,0,2,3,21,21,27,28,53,58,198,204,373,379,592,594,772,776,920,928,1141,1150,1328,1330,1443,1444,1481,1483,1530,1532,1578,1581,1603,1603,1664,1665,2003,2015,2312,2318,2458,2468,2511,2511,2658
1029,Cleburne County ,AL,1,0,0,0,0,0,5,6,12,12,15,15,29,29,111,113,206,211,408,414,583,590,778,788,1026,1036,1281,1286,1377,1378,1452,1454,1482,1482,1504,1506,1542,1542,1613,1614,1878,1898,2400,2413,2491,2495,2545,2547,2649
1031,Coffee County ,AL,1,0,0,0,0,0,0,0,111,117,235,238,357,358,714,720,1087,1096,1393,1394,1865,1878,2483,2500,3594,3643,4915,4922,5245,5249,5384,5387,5479,5483,5605,5609,5673,5673,6393,6410,7999,8051,9030,9045,9263,9278,9425,9428,9782
1033,Colbert County ,AL,1,0,0,0,0,0,4,4,29,33,182,186,372,377,1058,1067,1466,1472,1684,1696,2151,2307,3296,3320,4660,4701,5736,5745,6004,6004,6170,6175,6278,6279,6347,6349,6431,6431,6712,6734,7687,7744,8608,8620,9122,9129,9341,9347,9822
1035,Conecuh County ,AL,1,0,0,0,0,0,0,1,9,9,41,41,180,182,371,377,485,488,538,538,577,577,688,700,837,839,1007,1010,1067,1067,1086,1087,1098,1100,1119,1122,1142,1142,1215,1218,1552,1571,1829,1830,1886,1892,1931,1931,1983
1037,Coosa County ,AL,1,0,0,0,0,0,4,4,29,29,39,40,55,55,96,96,135,137,174,174,222,223,354,366,517,519,678,681,888,889,944,944,1067,1068,1100,1100,1123,1123,1191,1193,1414,1421,1729,1737,1814,1816,1855,1855,1948
1039,Covington County ,AL,1,0,0,0,0,0,2,3,36,38,80,81,316,317,775,787,1096,1104,1416,1424,1886,1892,2204,2250,2913,2931,3581,3589,3957,3960,4041,4043,4105,4105,4217,4218,4296,4296,4788,4797,5690,5726,6518,6537,6745,6750,6943,6947,7139
1041,Crenshaw County ,AL,1,0,0,0,0,0,1,1,19,19,75,75,126,127,286,294,472,474,543,543,620,621,720,722,954,960,1312,1313,1443,1448,1502,1503,1513,1514,1540,1542,1584,1584,1687,1693,2081,2098,2405,2405,2505,2510,2607,2613,2736
1043,Cullman County ,AL,1,0,0,0,0,0,8,9,55,57,141,147,408,411,1131,1154,1644,1664,1922,1923,2781,2831,4515,4624,7079,7194,8551,8574,8891,8897,9380,9390,9600,9610,9843,9857,10008,10008,10550,10566,12451,12536,14848,14888,15693,15706,16067,16081,16977
1045,Dale County ,AL,1,0,0,0,0,0,0,1,27,27,113,122,244,247,766,781,1103,1110,1418,1421,1906,1926,2362,2390,3325,3371,4290,4310,4640,4642,4760,4763,4802,4807,4902,4905,4946,4946,5653,5681,7495,7593,8693,8705,8939,8945,9024,9030,9393
1047,Dallas County ,AL,1,0,0,0,0,0,2,3,38,42,272,279,814,826,1332,1338,1615,1642,1799,1799,1906,1907,2268,2315,2769,2821,3224,3228,3403,3403,3515,3516,3530,3534,3597,3599,3622,3622,3745,3745,4290,4327,4739,4747,5203,5207,5295,5296,5561
1049,DeKalb County ,AL,1,0,0,0,0,0,4,6,76,76,246,249,583,609,1661,1684,2152,2166,2461,2481,3658,3691,4922,4981,6900,6978,8133,8139,8446,8459,8697,8699,8802,8806,8896,8908,9028,9028,9521,9540,10913,10973,12294,12314,12724,12729,12985,13008,13538
1051,Elmore County ,AL,1,0,0,0,0,0,12,15,86,88,350,362,822,829,1604,1622,2195,2230,2739,2759,3309,3314,4129,4211,6435,6542,8602,8640,9376,9385,9953,9978,10002,10013,10233,10241,10315,10315,10916,10938,12878,12923,14620,14636,15466,15495,15912,15917,16730
1053,Escambia County ,AL,1,0,0,0,0,0,1,1,28,29,62,72,258,263,1011,1020,1404,1434,1620,1623,1766,1768,1989,2023,2661,2682,3523,3548,3774,3776,3861,3862,3925,3925,3968,3977,4035,4035,4458,4483,5719,5773,6623,6632,6842,6855,6956,6958,7263
1055,Etowah County ,AL,1,0,0,0,0,0,8,10,139,139,255,260,615,634,1908,1938,2806,2834,3575,3616,4512,4530,6439,6561,10031,10110,12515,12550,13176,13184,13647,13647,13772,13785,13981,14013,14241,14241,14977,14993,17143,17254,19496,19523,19894,19907,20026,20034,20687
1057,Fayette County ,AL,1,0,0,0,0,0,1,1,6,6,16,16,69,70,171,175,315,323,473,473,608,608,925,946,1430,1441,1856,1858,2002,2007,2063,2063,2117,2119,2147,2150,2201,2201,2273,2274,2493,2498,2820,2829,3007,3010,3300,3308,3417
1059,Franklin County ,AL,1,0,0,0,0,0,3,3,58,78,554,562,847,856,1174,1177,1565,1567,1794,1808,2120,2185,2564,2574,3270,3300,3842,3846,3991,3991,4185,4186,4233,4234,4273,4278,4326,4326,4592,4609,5229,5263,5839,5859,6086,6098,6338,6347,6561
1061,Geneva County ,AL,1,0,0,0,0,0,0,0,9,9,42,43,63,67,220,226,438,442,650,662,971,975,1243,1250,1677,1691,2258,2266,2396,2399,2446,2447,2468,2469,2559,2561,2593,2593,2846,2856,3683,3707,4481,4485,4590,4595,4643,4648,4760
1063,Greene County ,AL,1,0,0,0,0,0,3,4,54,54,94,95,164,166,242,242,285,285,306,306,351,351,428,435,672,679,801,806,876,882,904,904,921,922,928,930,937,937,991,992,1139,1144,1224,1225,1277,1278,1302,1302,1367
1065,Hale County ,AL,1,0,0,0,0,0,1,1,47,50,170,175,290,298,455,457,559,564,653,656,793,796,978,981,1440,1468,1958,1961,2097,2105,2162,2165,2213,2217,2252,2254,2274,2274,2356,2360,2692,2699,2938,2938,3135,3137,3184,3186,3309
1067,Henry County ,AL,1,0,0,0,0,0,0,0,24,24,78,80,130,131,245,250,376,383,514,518,744,747,875,889,1247,1268,1675,1684,1824,1824,1867,1869,1883,1884,1934,1935,1953,1953,2140,2149,2644,2661,3049,3053,3143,3149,3207,3204,3321
1069,Houston County ,AL,1,0,0,0,0,0,8,9,90,90,219,221,439,449,1278,1313,2061,2088,2954,2962,4300,4320,5377,5410,7279,7371,9471,9499,10086,10104,10332,10342,10487,10501,10714,10721,10840,10840,12082,12124,14705,14832,16985,17003,17472,17500,17741,17742,18474
1071,Jackson County ,AL,1,0,0,0,0,0,8,8,48,49,78,81,214,242,759,795,1318,1322,1611,1624,2321,2347,3298,3404,5097,5183,6245,6251,6492,6495,6724,6733,6790,6790,6866,6870,7040,7040,7406,7417,8236,8308,9479,9511,10058,10059,10170,10177,10637
1073,Jefferson County ,AL,1,0,0,0,0,0,282,305,886,929,1826,1859,4258,4436,11382,11680,16426,16679,20221,20308,24285,24472,33064,33526,52339,53058,66884,67010,70986,71073,74710,74789,76128,76175,80195,80260,81290,81290,85558,85730,101002,101613,112407,112597,115555,115628,116186,116268,126583
1075,Lamar County ,AL,1,0,0,0,0,0,1,1,11,11,26,26,72,72,196,196,291,295,382,386,530,533,689,701,1056,1065,1248,1249,1328,1328,1384,1390,1408,1409,1450,1452,1476,1476,1514,1515,1710,1718,2017,2023,2321,2325,2519,2531,2613
1077,Lauderdale County ,AL,1,0,0,0,0,0,12,12,38,50,164,166,412,446,1021,1036,1437,1456,1759,1772,2465,2743,4223,4267,6478,6566,8180,8191,8603,8607,9140,9144,9376,9386,9511,9520,9645,9645,10265,10283,11982,12073,13701,13737,14636,14653,14991,15018,15863
1079,Lawrence County ,AL,1,0,0,0,0,0,3,3,12,13,49,50,103,104,300,303,476,480,636,644,916,941,1316,1334,2044,2082,2647,2654,2829,2834,2926,2928,2992,2994,3076,3081,3144,3144,3261,3269,3746,3768,4142,4154,4562,4574,4831,4836,5071
1081,Lee County ,AL,1,0,0,0,0,0,75,83,391,391,547,550,1188,1211,2565,2597,4564,4769,6017,6043,6702,6715,7814,7872,10320,10450,13829,13878,14961,14967,15417,15433,15784,15792,16115,16135,16332,16332,17238,17271,20152,20243,22831,22863,25237,25284,25590,25623,26975
1083,Limestone County ,AL,1,0,0,0,0,0,22,23,44,44,105,108,407,413,1167,1177,1687,1712,2157,2174,3031,3108,4333,4404,6822,6879,8676,8706,9359,9363,9744,9753,9920,9927,10118,10126,10209,10209,10736,10769,12630,12722,14745,14820,15728,15751,16153,16165,17088
1085,Lowndes County ,AL,1,0,0,0,0,0,1,1,65,67,246,252,462,463,557,557,619,624,659,659,726,728,802,809,945,951,1232,1233,1310,1311,1362,1363,1383,1383,1412,1412,1421,1421,1454,1457,1603,1612,1710,1711,1765,1769,1782,1782,1876
1087,Macon County ,AL,1,0,0,0,0,0,1,2,37,37,82,85,168,172,310,314,435,440,483,485,558,565,745,755,999,1009,1288,1294,1420,1420,1537,1537,1587,1586,1622,1623,1635,1635,1706,1713,1955,1970,2231,2238,2416,2421,2450,2451,2614
1089,Madison County ,AL,1,0,0,0,0,0,100,107,225,225,337,343,1047,1084,4812,4911,6473,6570,8005,8056,9680,9787,13596,13723,22197,22590,29680,29781,32405,32425,33533,33577,34485,34520,35344,35369,35846,35846,37546,37619,43897,44199,50469,50828,52782,52833,53315,53322,57750
1091,Marengo County ,AL,1,0,0,0,0,0,4,5,49,52,168,171,278,287,511,512,639,651,728,732,1061,1066,1231,1234,1793,1812,2188,2189,2358,2364,2496,2502,2481,2485,2502,2503,2509,2509,2624,2626,2997,3010,3275,3280,3391,3390,3423,3424,3509
1093,Marion County ,AL,1,0,0,0,0,0,9,11,75,78,122,122,205,208,552,558,791,794,976,981,1121,1127,1436,1447,2087,2112,2613,2617,2818,2819,3062,3063,3088,3089,3178,3188,3286,3286,3456,3467,4094,4119,4853,4861,5242,5250,5413,5416,5560
1095,Marshall County ,AL,1,0,0,0,0,0,6,6,317,328,691,700,1505,1548,2871,2927,3622,3639,3983,3995,4537,4570,6353,6473,9189,9271,10780,10789,11261,11262,11854,11865,12147,12158,12338,12348,12493,12493,13138,13157,15572,15739,17951,17996,18582,18598,18790,18787,19507
1097,Mobile County ,AL,1,0,0,0,0,0,53,57,1057,1099,2238,2271,3660,3724,8135,8522,12259,12318,13558,13619,17261,17298,19951,20103,25858,26151,33060,33159,36108,36139,37492,37515,40747,40767,41551,41590,42393,42393,49062,49299,63554,64054,71192,71276,72932,73006,74241,74271,78903
1099,Monroe County ,AL,1,0,0,0,0,0,1,3,13,13,39,43,195,198,432,434,545,547,592,592,667,668,790,830,1215,1226,1569,1576,1661,1661,1705,1706,1755,1757,1790,1790,1826,1826,2028,2037,2760,2792,3219,3235,3327,3332,3374,3376,3538
1101,Montgomery County ,AL,1,0,0,0,0,0,31,35,337,355,1693,1758,3839,3890,6139,6189,7992,8053,8894,8918,10654,10702,12435,12552,16116,16240,20921,20966,22565,22586,23743,23779,24232,24249,24871,24896,25124,25124,26218,26272,30330,30491,33411,33457,34232,34281,34492,34509,37879
1103,Morgan County ,AL,1,0,0,0,0,0,19,19,68,71,278,287,966,993,2160,2189,2910,2934,3349,3362,4474,4523,6861,6964,10627,10817,13001,13025,13659,13667,14131,14138,14229,14240,14520,14529,14666,14666,15180,15195,17485,17589,20017,20120,21819,21862,22459,22477,23831
1105,Perry County ,AL,1,0,0,0,0,0,0,0,9,10,38,42,135,145,440,442,517,519,543,543,604,606,690,691,867,879,1027,1029,1055,1056,1079,1080,1075,1075,1081,1083,1087,1087,1108,1111,1245,1251,1367,1368,1404,1409,1418,1418,1457
1107,Pickens County ,AL,1,0,0,0,0,0,4,4,48,50,116,118,205,212,361,366,563,564,672,674,916,929,1257,1265,1734,1756,2095,2104,2246,2246,2323,2326,2334,2334,2356,2358,2372,2372,2468,2472,2790,2794,3084,3094,3241,3249,3339,3343,3467
1109,Pike County ,AL,1,0,0,0,0,0,4,7,66,69,203,206,404,407,652,658,963,985,1220,1224,1379,1385,1599,1615,2023,2029,2746,2747,2933,2934,3042,3044,3090,3089,3132,3134,3150,3150,3330,3333,3989,4019,4651,4655,5018,5022,5123,5120,5433
1111,Randolph County ,AL,1,0,0,0,0,0,2,5,62,62,125,127,171,172,394,396,519,523,672,678,859,865,1049,1055,1245,1262,1518,1522,1636,1637,1752,1753,1791,1791,1846,1848,1882,1882,2014,2024,2511,2528,3144,3162,3310,3312,3348,3351,3616
1113,Russell County ,AL,1,0,0,0,0,0,1,2,57,60,171,175,474,489,1186,1212,1627,1637,1790,1796,2004,2006,2238,2266,2793,2824,3751,3760,4047,4049,4230,4231,4374,4378,4505,4514,4560,4560,4812,4818,5516,5533,6130,6145,6978,6987,7088,7092,7466
1115,St. Clair County ,AL,1,0,0,0,0,0,15,17,72,73,123,128,302,314,1226,1248,1844,1877,2379,2389,3206,3240,4325,4419,6467,6577,8159,8179,8822,8827,9350,9360,9561,9575,10034,10084,10201,10201,10767,10794,13231,13321,15585,15613,16650,16670,16904,16918,17891
1117,Shelby County ,AL,1,0,0,0,0,0,86,89,320,320,514,522,1077,1103,3061,3109,4561,4677,6164,6221,7716,7788,10616,10796,15668,15877,20216,20271,21929,21968,23048,23077,23325,23341,25401,25437,25725,25725,27285,27380,32121,32350,36609,36673,37837,37905,38351,38372,41228
1119,Sumter County ,AL,1,0,0,0,0,0,1,3,64,68,224,224,276,277,364,364,403,406,434,436,487,488,586,586,849,857,930,934,984,985,1025,1026,1039,1040,1056,1056,1062,1062,1103,1104,1182,1191,1250,1253,1340,1340,1392,1393,1473
1121,Talladega County ,AL,1,0,0,0,0,0,7,8,61,61,112,117,265,275,983,1005,1764,1787,2190,2192,2797,2808,3593,3701,5165,5211,6837,6852,7517,7523,7987,7999,8167,8173,8373,8387,8482,8482,8976,8989,10713,10817,13191,13227,13984,14000,14209,14221,15004
1123,Tallapoosa County ,AL,1,0,0,0,0,0,13,14,285,286,427,427,567,570,845,848,1053,1063,1173,1178,1398,1403,1843,1872,2368,2383,3325,3334,3585,3588,3847,3848,3990,3994,4077,4078,4153,4153,4543,4550,5577,5627,6778,6794,7145,7162,7273,7278,7750
1125,Tuscaloosa County ,AL,1,0,0,0,0,0,29,30,208,210,769,799,1986,2071,3873,3927,5877,5949,9029,9040,10734,10792,13246,13366,18468,18745,22421,22519,24110,24184,25059,25082,25603,25622,26031,26067,26229,26229,27206,27241,30178,30360,34266,34333,35264,35337,36052,36077,37677
1127,Walker County ,AL,1,0,0,0,0,0,32,32,95,97,353,370,855,880,1466,1475,1914,1937,2369,2376,2949,2966,3710,3735,5259,5296,6158,6165,6518,6524,7058,7067,7200,7203,7284,7296,7371,7371,7812,7819,9158,9200,10723,10749,11423,11450,12067,12081,12635
1129,Washington County ,AL,1,0,0,0,0,0,3,3,34,35,68,71,101,103,306,309,522,523,560,562,768,774,922,932,1184,1199,1474,1476,1566,1566,1639,1639,1666,1666,1687,1689,1706,1706,1859,1863,2290,2317,2460,2472,2522,2526,2569,2569,2616
1131,Wilcox County ,AL,1,0,0,0,0,0,3,3,66,67,148,150,280,282,410,412,514,517,532,534,573,576,642,648,883,890,1137,1142,1218,1218,1249,1249,1262,1263,1271,1272,1272,1272,1322,1322,1446,1455,1616,1637,1711,1714,1776,1776,1852
1133,Winston County ,AL,1,0,0,0,0,0,2,2,15,15,89,90,231,235,430,438,576,589,751,753,964,981,1351,1375,1968,1977,2379,2383,2467,2468,2717,2717,2733,2733,2786,2793,2838,2838,2997,3002,3577,3599,4319,4326,4678,4682,4780,4779,4949
0,Statewide Unallocated,AK,2,0,0,0,0,0,17,16,5,10,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,8,13,10,15,15,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0
2013,Aleutians East Borough ,AK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,16,16,11,11,28,28,88,89,56,56,362,362,59,59,62,62,62,62,373,373,92,96,118,118,123,124,134,134,138
2016,Aleutians West Census Area ,AK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,7,7,8,8,99,99,13,108,191,198,325,332,572,577,656,657,693,693,705,705,728,728,774,774,256,259,319,320,340,340,348,348,365
2020,Municipality of Anchorage,AK,2,0,0,0,0,0,61,63,176,180,217,232,455,478,1701,1777,3135,3164,4576,4638,8162,8419,16707,16899,22775,22922,25359,25403,26561,26601,28247,28311,29985,30023,30598,30604,30957,30993,32816,32916,37382,37646,46580,46821,55897,56034,59855,59947,63056
2050,Bethel Census Area ,AK,2,0,0,0,0,0,0,0,1,1,3,3,11,11,21,21,63,63,116,120,444,478,1701,1750,2443,2504,3333,3357,3583,3583,3783,3783,3869,3866,3895,3895,3916,3916,4020,4026,4417,4428,5114,5174,5994,6004,6770,6792,6945
2060,Bristol Bay Borough ,AK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,431,500,505,573,573,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608
2068,Denali Borough ,AK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,11,11,27,31,44,44,55,55,63,63,68,68,84,85,97,98,107,107,108,108,111,111,135,137,176,176,208,208,231,231,238
2070,Dillingham Census Area ,AK,2,0,0,0,0,0,0,0,0,0,1,0,17,17,0,1,5,5,9,9,58,59,97,98,118,118,145,145,179,201,184,184,206,206,207,207,210,210,243,244,344,357,581,587,877,877,932,934,974
2090,Fairbanks North Star Borough ,AK,2,0,0,0,0,0,28,35,81,81,85,85,142,147,412,424,678,683,1173,1188,2210,2250,3449,3464,4861,4897,5794,5808,6167,6182,6574,6598,7520,7560,7941,7948,7999,7999,8181,8190,9010,9040,12582,12643,15372,15378,16631,16651,17206
2100,Haines Borough ,AK,2,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,5,5,5,5,7,7,10,17,14,14,16,16,17,18,19,19,27,24,24,24,24,24,24,24,124,124,202,202,218,218,225,225,264
2105,Hoonah-Angoon Census Area ,AK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,City and Borough of Juneau,AK,2,0,0,0,0,0,5,5,27,27,33,33,45,45,143,145,253,254,373,376,564,576,845,852,1034,1042,1149,1154,1224,1224,1272,1277,1356,1359,1426,1426,1469,1470,1661,1670,2121,2141,2937,2969,3604,3614,3839,3842,4274
2122,Kenai Peninsula Borough ,AK,2,0,0,0,0,0,7,7,18,18,41,49,153,161,459,461,589,589,633,634,1039,1080,2557,2586,3590,3599,3865,3869,3959,3963,4082,4089,4394,4398,4507,4508,4553,4553,5049,5069,6548,6592,8453,8473,10671,10705,11401,11416,11792
2130,Ketchikan Gateway Borough ,AK,2,0,0,0,0,0,13,13,16,16,16,16,21,29,46,47,59,61,66,67,83,89,195,196,240,242,282,283,325,325,376,379,423,425,640,643,655,656,704,711,1038,1045,1332,1333,1591,1592,1953,1974,2230
2150,Kodiak Island Borough ,AK,2,0,0,0,0,0,0,0,1,1,1,1,3,3,15,15,14,57,67,69,112,120,273,280,903,909,1026,1029,998,998,1070,1071,1100,1100,1060,1060,1062,1062,1203,1209,1486,1497,1993,1994,2437,2440,2544,2544,2642
2158,Kusilvak Census Area ,AK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,8,14,14,239,250,374,374,767,767,1123,1123,1197,1202,1219,1220,1277,1277,1310,1311,1403,1403,1486,1486,1508,1508,1508,1508,1508,1508,1508,1508,1508
2164,Lake and Peninsula Borough ,AK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,121,121,121
2170,Matanuska-Susitna Borough ,AK,2,0,0,0,0,0,2,3,21,21,24,28,81,83,273,283,486,486,634,638,1465,1493,3545,3695,6438,6473,7551,7558,8602,8634,9918,9960,11292,11324,11673,11679,11793,11797,12107,12133,13655,13723,17794,17895,21882,21953,23929,23978,24964
2180,Nome Census Area ,AK,2,0,0,0,0,0,0,0,1,1,3,3,8,9,17,17,43,45,75,77,133,137,228,229,275,275,309,310,324,324,336,336,345,345,367,375,404,405,433,438,885,892,1051,1053,1552,1610,2183,2200,2373
2185,North Slope Borough ,AK,2,0,0,0,0,0,0,0,0,0,1,1,4,4,17,17,46,46,136,138,267,269,447,462,795,800,941,941,997,1000,972,972,1059,1062,1004,1003,1081,1082,1099,1101,1246,1267,2115,2127,2472,2483,2637,2638,2688
2188,Northwest Arctic Borough ,AK,2,0,0,0,0,0,0,0,0,0,2,2,4,4,19,28,66,66,114,119,249,256,358,358,398,398,574,576,560,560,570,570,611,612,593,593,599,599,635,641,840,849,1209,1230,1787,1803,2217,2232,2376
2195,Petersburg Borough ,AK,2,0,0,0,0,0,0,0,4,4,4,4,4,4,6,6,7,7,7,7,15,15,18,18,22,22,38,38,73,100,140,145,161,161,167,167,167,167,177,177,179,179,179,179,179,179,179,179,179
2198,Prince of Wales - Hyder Census Area ,AK,2,0,0,0,0,0,0,0,2,2,2,2,2,2,5,5,25,25,31,31,34,34,45,45,65,65,67,67,69,69,76,77,101,101,148,154,181,181,203,203,251,251,251,251,251,251,251,251,251
2220,City and Borough of Sitka,AK,2,0,0,0,0,0,0,0,1,1,2,2,14,15,31,31,38,38,66,53,77,80,186,193,265,247,295,296,307,307,324,324,338,338,357,357,367,367,753,761,901,902,1005,1006,1081,1081,1117,1119,1264
2230,Municipality of Skagway,AK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,16,15,15,15,19,19,19,19,21,21,21,21,22,22,26,26,30,30,30,30,30,30,30,30,30
2240,Southeast Fairbanks Census Area ,AK,2,0,0,0,0,0,0,0,1,1,3,3,18,18,14,14,18,18,48,49,97,99,296,296,422,424,453,455,474,479,613,616,672,673,735,735,704,765,794,795,783,784,963,963,1189,1189,1285,1287,1321
2261,Valdez-Cordova Census Area ,AK,2,0,0,0,0,0,0,0,0,0,0,0,20,21,86,89,73,73,121,123,169,170,267,270,354,356,433,437,476,480,551,554,629,630,669,669,682,682,885,891,655,660,850,850,1054,1054,1124,1124,1142
2275,City and Borough of Wrangell,AK,2,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,11,11,13,13,13,13,14,14,18,18,19,19,20,22,24,25,45,45,50,50,58,58,65,65,71,71,71,71,71,71,71,71,71
2282,City and Borough of Yakutat,AK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,63,63,63
2290,Yukon-Koyukuk Census Area ,AK,2,0,0,0,0,0,0,0,1,1,1,1,3,2,43,46,71,71,81,84,120,120,177,177,217,217,271,271,331,331,345,348,358,358,365,365,367,367,375,376,429,430,583,586,724,724,796,796,824
0,Statewide Unallocated,AZ,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,1,1,1,1,1,1,1,1,1,1,1,1,2744,1,1,1,1,1,1
